,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12
Iterations: 1,5.15,0.0,5.130791430791431,16.897809107667435,24.759155710276442,28.67924737916038,35.24409904562216,36.955296926343344,39.011088451685886,40.32010512925895,38.79524410774411,33.263888888888886,19.999999999999996
