,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10
Iterations: 100,63.333333333333336,30.666666666666668,21.333333333333332,18.595238095238095,15.992063492063494,15.468253968253967,15.978835978835981,17.60714285714286,21.333333333333336,22.5,28.0
