,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9
Iterations: 1,0.11960816383361816,0.13130903244018555,0.14682364463806152,0.14287376403808594,0.15345549583435059,0.11150884628295898,0.1296987533569336,0.37389206886291504,0.1231849193572998,0.11572384834289551
