,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10
Iterations: 100,1.8,3.5,4.9,5.5,6.5,6.7,6.333333333333333,5.714285714285714,4.8,4.5,3.5
