,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 100,103.80175256729126,75.67856121063232,162.71266341209412,191.81328916549683,154.128342628479,174.53034710884094,115.59345006942749,128.27891516685486,171.4268000125885,128.04689645767212
