,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8
Iterations: 50,25.0,10.0,10.0,8.333333333333334,8.333333333333334,6.25,6.25,5.0,5.555555555555555
