,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21,turn 22,turn 23,turn 24,turn 25,turn 26
game: 0,3,6,3,5,13,28,33,58,19,26,15,28,20,38,20,20,11,9,15,41,45,27,8,4,4,2,2
