,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21,turn 22,turn 23,turn 24,turn 25,turn 26
game: 0,50.0,25.0,33.333333333333336,20.0,14.285714285714286,12.5,12.5,12.5,14.285714285714286,16.666666666666668,20.0,14.285714285714286,16.666666666666668,14.285714285714286,16.666666666666668,20.0,25.0,25.0,25.0,16.666666666666668,14.285714285714286,16.666666666666668,25.0,33.333333333333336,33.333333333333336,10.5,1.5
