,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21,turn 22,turn 23,turn 24,turn 25,turn 26
Iterations: 100,3.0,6.0,3.0,5.0,13.0,28.0,33.0,58.0,19.0,26.0,15.0,28.0,20.0,38.0,20.0,20.0,11.0,9.0,15.0,41.0,45.0,27.0,8.0,4.0,4.0,2.0,2.0
