,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9,game 10,game 11,game 12,game 13,game 14,game 15,game 16,game 17,game 18,game 19,game 20,game 21,game 22,game 23,game 24,game 25,game 26,game 27,game 28,game 29,game 30,game 31,game 32,game 33,game 34,game 35,game 36,game 37,game 38,game 39,game 40,game 41,game 42,game 43,game 44,game 45,game 46,game 47,game 48,game 49,game 50,game 51,game 52,game 53,game 54,game 55,game 56,game 57,game 58,game 59,game 60,game 61,game 62,game 63,game 64,game 65,game 66,game 67,game 68,game 69,game 70,game 71,game 72,game 73,game 74,game 75,game 76,game 77,game 78,game 79,game 80,game 81,game 82,game 83,game 84,game 85,game 86,game 87,game 88,game 89,game 90,game 91,game 92,game 93,game 94,game 95,game 96,game 97,game 98,game 99
Iterations: 1,2.799595355987549,1.8154165744781494,4.3736891746521,3.1439120769500732,1.3061892986297607,3.3193371295928955,1.7105991840362549,2.299267053604126,3.208158254623413,5.21776270866394,3.2728497982025146,1.9025607109069824,3.1974780559539795,2.551720380783081,2.0371432304382324,1.818861484527588,1.9693152904510498,0.8538033962249756,1.5879900455474854,1.5120160579681396,2.062251567840576,0.5386676788330078,0.8756823539733887,1.0922560691833496,0.9520764350891113,0.973360538482666,1.1029365062713623,1.5264499187469482,0.572629451751709,0.718909740447998,1.093367338180542,0.9461519718170166,0.7492060661315918,0.7443838119506836,0.4676234722137451,1.105114221572876,0.62516188621521,0.6418635845184326,2.4888572692871094,1.99234938621521,1.333479642868042,1.5630323886871338,1.227057933807373,0.5882008075714111,1.3118960857391357,1.044583797454834,0.791323184967041,0.6506767272949219,1.1660346984863281,0.9296829700469971,1.9359045028686523,0.4978203773498535,1.0480396747589111,0.9223551750183105,1.2476301193237305,0.6516778469085693,1.893965721130371,1.0185177326202393,1.3610570430755615,0.41931629180908203,0.8265945911407471,0.8419699668884277,1.4989511966705322,0.8307740688323975,0.9031281471252441,0.8214583396911621,1.352970838546753,1.323826551437378,0.7267115116119385,0.5920727252960205,1.3219480514526367,0.9782483577728271,1.8260290622711182,0.8839383125305176,1.3679511547088623,1.387326717376709,0.9799432754516602,0.8209042549133301,1.6077795028686523,1.106442928314209,1.3835053443908691,1.0399177074432373,1.7114598751068115,1.1668426990509033,1.7299258708953857,1.2259995937347412,1.0256547927856445,0.8700766563415527,1.056025505065918,0.9233202934265137,0.9940731525421143,1.6800265312194824,2.4965646266937256,2.0829293727874756,2.1937813758850098,0.8409039974212646,0.6193833351135254,0.48331189155578613,1.0125114917755127,1.3099164962768555
