,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21,turn 22,turn 23,turn 24,turn 25,turn 26,turn 27,turn 28,turn 29,turn 30,turn 31,turn 32
game: 69,3,5,3,8,18,9,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
game: 70,1,3,2,3,9,10,6.0,7.0,11.0,15.0,161.0,137.0,18.0,7.0,8.0,,,,,,,,,,,,,,,,,,
game: 71,3,3,3,27,8,30,12.0,15.0,19.0,19.0,13.0,,,,,,,,,,,,,,,,,,,,,,
game: 72,0,3,2,5,5,13,19.0,27.0,15.0,10.0,13.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,,,,,,,,,
game: 73,4,3,8,8,5,10,9.0,16.0,21.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
game: 74,1,1,2,7,4,10,18.0,51.0,22.0,10.0,3.0,19.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
game: 75,3,4,5,13,19,15,16.0,12.0,6.0,6.0,7.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
game: 76,0,2,9,3,2,3,3.0,4.0,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,
game: 77,3,3,4,12,9,8,11.0,17.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
game: 78,0,6,4,4,5,9,5.0,4.0,3.0,6.0,27.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,
game: 79,4,2,2,3,6,7,8.0,17.0,8.0,20.0,74.0,26.0,27.0,3.0,13.0,5.0,,,,,,,,,,,,,,,,,
game: 80,0,2,3,3,9,15,17.0,28.0,81.0,48.0,38.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,
game: 81,1,2,3,10,5,11,9.0,59.0,10.0,23.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,
game: 82,3,6,3,5,8,18,16.0,21.0,38.0,43.0,7.0,3.0,7.0,6.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,
game: 83,3,1,2,3,5,20,11.0,10.0,15.0,13.0,8.0,21.0,109.0,,,,,,,,,,,,,,,,,,,,
game: 84,0,1,4,5,12,7,10.0,12.0,4.0,51.0,10.0,47.0,8.0,11.0,5.0,20.0,11.0,379.0,13.0,11.0,9.0,,,,,,,,,,,,
game: 85,3,1,3,3,5,8,10.0,12.0,8.0,12.0,11.0,8.0,86.0,,,,,,,,,,,,,,,,,,,,
game: 86,3,1,2,4,3,6,11.0,6.0,11.0,16.0,8.0,11.0,9.0,3.0,,,,,,,,,,,,,,,,,,,
game: 87,3,2,5,6,25,15,13.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
game: 88,0,2,2,7,7,7,7.0,50.0,4.0,7.0,8.0,8.0,14.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,
game: 89,1,3,10,11,8,10,5.0,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
game: 90,1,2,2,14,4,19,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
game: 91,1,2,9,6,8,8,33.0,45.0,18.0,13.0,19.0,10.0,12.0,17.0,7.0,1.0,6.0,,,,,,,,,,,,,,,,
game: 92,1,1,2,14,5,9,7.0,13.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,7.0,3.0,3.0,3.0,3.0,11.0,17.0,3.0,3.0,3.0,,,,,,,,
game: 93,4,2,2,6,25,17,16.0,13.0,22.0,21.0,19.0,11.0,9.0,1.0,3.0,6.0,19.0,,,,,,,,,,,,,,,,
game: 94,0,1,3,5,11,8,18.0,16.0,39.0,13.0,9.0,13.0,5.0,17.0,13.0,80.0,41.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,
game: 95,1,25,3,6,3,9,17.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
game: 96,1,2,3,4,7,4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
game: 97,1,2,8,6,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
game: 98,1,2,3,3,4,11,6.0,15.0,9.0,9.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
game: 99,15,2,2,4,3,8,6.0,10.0,11.0,43.0,12.0,17.0,13.0,6.0,9.0,,,,,,,,,,,,,,,,,,
