,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11
Iterations: 1,0.5,2.7,4.4,8.7,8.7,11.6,14.666666666666666,14.571428571428571,14.857142857142858,16.6,24.0,24.0
