,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11
Iterations: 1,0.75,0.2866666666666667,0.2111111111111111,0.11138888888888887,0.11365440115440115,0.10897075594656239,0.07521768355101689,0.09139872855043132,0.0762774806892454,0.08216742606986509,0.0496031746031746,0.04
