,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21
game: 59,0.5,0.3333333333333333,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.06666666666666667,0.047619047619047616,,,,,,,,,,,,,,,
game: 60,1.0,0.25,0.2,0.16666666666666666,0.125,0.058823529411764705,0.04,0.037037037037037035,0.047619047619047616,0.06666666666666667,0.07692307692307693,,,,,,,,,,,
game: 61,0.5,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.058823529411764705,0.03225806451612903,0.05263157894736842,,,,,,,,,,,,,,,
game: 62,1.0,0.25,0.2,0.09090909090909091,0.08333333333333333,0.1111111111111111,0.03571428571428571,0.058823529411764705,0.041666666666666664,0.058823529411764705,0.058823529411764705,0.09090909090909091,0.125,0.125,0.125,0.25,0.25,0.25,,,,
game: 63,0.5,0.3333333333333333,0.25,0.14285714285714285,0.1111111111111111,0.08333333333333333,0.058823529411764705,,,,,,,,,,,,,,,
game: 64,1.0,0.25,0.2,0.125,0.07142857142857142,0.08333333333333333,0.041666666666666664,,,,,,,,,,,,,,,
game: 65,0.5,0.25,0.25,0.2,0.1111111111111111,0.1,0.08333333333333333,0.017241379310344827,,,,,,,,,,,,,,
game: 66,1.0,0.3333333333333333,0.2,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.0625,0.034482758620689655,,,,,,,,,,,,,,
game: 67,0.5,0.3333333333333333,0.16666666666666666,0.07692307692307693,0.0625,0.047619047619047616,0.043478260869565216,0.022222222222222223,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.08333333333333333,0.08333333333333333,0.07692307692307693,0.07142857142857142,0.125,0.25,0.5,0.5,0.5,0.5,
game: 68,1.0,0.25,0.2,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.043478260869565216,0.07692307692307693,0.02702702702702703,0.017241379310344827,,,,,,,,,,,,
game: 69,0.5,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.1,0.07692307692307693,0.05,0.03333333333333333,0.03571428571428571,,,,,,,,,,,,,
game: 70,1.0,0.3333333333333333,0.25,0.2,0.1,0.1111111111111111,0.06666666666666667,0.03333333333333333,0.045454545454545456,0.045454545454545456,,,,,,,,,,,,
game: 71,0.5,0.2,0.2,0.09090909090909091,0.09090909090909091,0.14285714285714285,0.058823529411764705,,,,,,,,,,,,,,,
game: 72,1.0,0.25,0.16666666666666666,0.058823529411764705,0.0625,0.03333333333333333,0.043478260869565216,0.023255813953488372,0.1,0.16666666666666666,0.14285714285714285,0.125,0.25,0.25,0.25,0.05555555555555555,0.05555555555555555,0.1111111111111111,,,,
game: 73,0.5,0.2,0.25,0.1,0.07692307692307693,0.09090909090909091,0.05555555555555555,0.05,0.03125,,,,,,,,,,,,,
game: 74,1.0,0.3333333333333333,0.25,0.2,0.14285714285714285,0.125,0.07692307692307693,0.007936507936507936,0.045454545454545456,0.041666666666666664,0.017857142857142856,0.047619047619047616,0.047619047619047616,0.06666666666666667,,,,,,,,
game: 75,0.5,0.25,0.25,0.09090909090909091,0.06666666666666667,0.04,0.03571428571428571,0.037037037037037035,,,,,,,,,,,,,,
game: 76,1.0,0.3333333333333333,0.2,0.14285714285714285,0.1111111111111111,0.09090909090909091,0.041666666666666664,0.08333333333333333,,,,,,,,,,,,,,
game: 77,0.5,0.25,0.14285714285714285,0.09090909090909091,0.07142857142857142,0.06666666666666667,0.038461538461538464,0.05263157894736842,,,,,,,,,,,,,,
game: 78,1.0,0.2,0.2,0.058823529411764705,0.07692307692307693,0.03571428571428571,0.038461538461538464,0.034482758620689655,0.018518518518518517,,,,,,,,,,,,,
game: 79,0.5,0.3333333333333333,0.16666666666666666,0.125,0.0625,0.07692307692307693,,,,,,,,,,,,,,,,
game: 80,1.0,0.3333333333333333,0.16666666666666666,0.09090909090909091,0.0625,0.05263157894736842,0.043478260869565216,0.05555555555555555,0.021739130434782608,,,,,,,,,,,,,
game: 81,0.5,0.2,0.16666666666666666,0.05555555555555555,0.05263157894736842,0.03333333333333333,0.03333333333333333,0.1,,,,,,,,,,,,,,
game: 82,1.0,0.5,0.2,0.14285714285714285,0.08333333333333333,0.08333333333333333,0.09090909090909091,0.0625,,,,,,,,,,,,,,
game: 83,0.5,0.25,0.16666666666666666,0.07142857142857142,0.043478260869565216,0.043478260869565216,0.0625,0.08333333333333333,,,,,,,,,,,,,,
game: 84,1.0,0.3333333333333333,0.2,0.038461538461538464,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.058823529411764705,0.029411764705882353,0.08333333333333333,,,,,,,,,,,,
