,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15
game: 0,1.0,0.25,0.16666666666666666,0.041666666666666664,0.07142857142857142,0.08333333333333333,0.05555555555555555,0.14285714285714285,0.041666666666666664,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.07692307692307693,0.16666666666666666,0.07142857142857142,0.14285714285714285
game: 1,0.25,0.5,0.16666666666666666,0.25,0.1,0.1,0.14285714285714285,,,,,,,,,
game: 2,1.0,0.25,0.25,0.2,0.16666666666666666,0.125,0.09090909090909091,0.05,0.05555555555555555,,,,,,,
game: 3,0.5,0.25,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0625,0.0196078431372549,0.1111111111111111,0.0625,0.1111111111111111,0.16666666666666666,0.16666666666666666,,,,
game: 4,1.0,0.5,0.25,0.16666666666666666,0.1,0.0625,0.02040816326530612,0.05555555555555555,0.16666666666666666,,,,,,,
game: 5,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.07692307692307693,0.14285714285714285,0.07692307692307693,0.043478260869565216,0.1,,,,,,
game: 6,0.5,0.25,0.25,0.16666666666666666,0.16666666666666666,0.05,0.1111111111111111,0.1111111111111111,,,,,,,,
game: 7,0.5,0.3333333333333333,0.25,0.1111111111111111,0.07142857142857142,0.08333333333333333,0.047619047619047616,0.05555555555555555,0.037037037037037035,,,,,,,
game: 8,0.2,0.2,0.25,0.125,0.2,0.1111111111111111,0.09090909090909091,0.07692307692307693,0.058823529411764705,0.1111111111111111,0.09090909090909091,0.07142857142857142,,,,
game: 9,0.5,0.3333333333333333,0.16666666666666666,0.25,0.125,0.07692307692307693,0.06666666666666667,0.0625,,,,,,,,
