,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17
game: 79,5,2,4,6,11,10,15.0,21.0,,,,,,,,,,
game: 80,4,2,2,4,6,15,7.0,10.0,5.0,3.0,10.0,6.0,,,,,,
game: 81,1,3,5,9,18,19,13.0,17.0,15.0,18.0,,,,,,,,
game: 82,1,2,2,5,8,19,15.0,15.0,15.0,9.0,19.0,8.0,,,,,,
game: 83,9,1,3,4,6,5,10.0,15.0,14.0,17.0,23.0,24.0,10.0,,,,,
game: 84,0,3,9,4,6,10,10.0,11.0,20.0,37.0,,,,,,,,
game: 85,3,1,2,4,6,24,13.0,31.0,23.0,31.0,,,,,,,,
game: 86,0,1,2,3,11,12,35.0,,,,,,,,,,,
game: 87,9,3,5,18,4,7,14.0,6.0,10.0,5.0,9.0,15.0,,,,,,
game: 88,1,1,3,4,6,9,13.0,10.0,32.0,30.0,12.0,13.0,11.0,6.0,41.0,5.0,8.0,
game: 89,3,1,2,5,7,24,13.0,41.0,,,,,,,,,,
game: 90,0,3,5,7,12,21,13.0,13.0,5.0,,,,,,,,,
game: 91,3,2,3,6,8,9,13.0,34.0,48.0,14.0,16.0,17.0,8.0,,,,,
game: 92,0,1,2,4,8,9,18.0,13.0,26.0,26.0,22.0,37.0,25.0,40.0,,,,
game: 93,9,3,2,8,5,6,8.0,8.0,15.0,,,,,,,,,
game: 94,0,3,1,3,12,10,24.0,7.0,10.0,5.0,15.0,8.0,10.0,10.0,13.0,,,
game: 95,9,2,2,9,6,7,14.0,14.0,21.0,10.0,8.0,17.0,8.0,,,,,
game: 96,0,5,1,5,10,8,14.0,10.0,12.0,11.0,10.0,6.0,,,,,,
game: 97,1,1,2,4,8,9,22.0,39.0,37.0,,,,,,,,,
game: 98,0,2,4,5,7,10,21.0,20.0,14.0,8.0,11.0,11.0,5.0,,,,,
game: 99,1,3,4,23,7,14,10.0,,,,,,,,,,,
