,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15
Iterations: 1,3.999999999999999,0.0,5.0,15.72510822510823,16.05284043441938,26.827494897827382,35.10895814074182,39.38106922386285,44.91071884395677,28.653846153846153,34.462759462759465,38.58974358974359,38.095238095238095,25.0,48.14814814814815,30.000000000000004
