,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 100,244.40189838409424,153.7651002407074,307.7292869091034,228.7079894542694,105.84455108642578,101.91319036483765,92.93574380874634,173.61799502372742,212.51667833328247,284.954372882843
