,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 1,1.154008388519287,0.3858208656311035,0.6209874153137207,0.8444154262542725,0.6829941272735596,0.7100186347961426,0.5950002670288086,0.6829888820648193,0.7740137577056885,0.45098352432250977
