,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14
Iterations: 100,60.83333333333333,32.0,27.333333333333336,20.357142857142854,14.932539682539684,14.123015873015873,13.463492063492065,12.454648526077095,13.175118532261392,13.326719576719576,14.079365079365079,15.242857142857144,17.777777777777782,24.166666666666668,21.875
