,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 1,1.0301308631896973,0.977593183517456,1.0385591983795166,0.7789547443389893,1.1127150058746338,0.6069812774658203,0.9727349281311035,0.7871613502502441,1.1951770782470703,0.6069862842559814
