,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9,game 10,game 11,game 12,game 13,game 14,game 15,game 16,game 17,game 18,game 19
itr: 300,19,21,24,34,25,15,19,14,19,22,15,33,13,19,15,18,21,30,23,26
