,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9,game 10,game 11,game 12,game 13,game 14,game 15,game 16,game 17,game 18,game 19
Iterations: 300,485.3635778427124,521.6217484474182,670.4699585437775,869.9228358268738,678.4773654937744,280.3593578338623,475.99060463905334,277.5694303512573,428.7926752567291,503.62911462783813,354.99744153022766,883.598051071167,268.2571749687195,376.36250829696655,321.34096455574036,373.76899552345276,471.1065444946289,779.9668674468994,578.8381462097168,655.3332138061523
