,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14
Iterations: 100,2.0,3.3,3.8,5.2,6.9,7.3,7.6,8.142857142857142,7.857142857142857,7.666666666666667,7.4,6.6,5.666666666666667,4.0,4.0
