,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15
Iterations: 300,2.15,3.5,4.65,5.55,6.5,6.8,6.888888888888889,7.133333333333334,6.571428571428571,5.6,6.0,5.5,4.666666666666667,4.0,4.0,4.0
