,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16
Iterations: 50,31.12499999999999,15.18809523809524,12.992857142857144,10.088293650793652,7.485515873015873,7.484444444444446,7.201058201058198,7.091836734693878,7.4927738585146,8.05281690140845,9.021395502645502,9.90386473429952,10.520089285714283,12.461666666666666,12.981944444444444,12.083333333333332,12.854166666666668
