,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 50,99.0755603313446,88.06219601631165,121.99053287506104,102.53245139122009,96.28235411643982,84.84101462364197,73.26621007919312,99.56354880332947,84.3584098815918,91.80148577690125
