,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21,turn 22,turn 23
game: 0,0.0,0.0,18.181818181818176,27.77777777777778,46.51162790697675,56.09756097560976,37.5,50.76923076923077,19.999999999999996,37.5,19.999999999999996,19.999999999999996,50.0,50.76923076923077,19.999999999999996,,,,,,,,,
game: 1,0.0,0.0,18.181818181818176,37.096774193548384,26.315789473684216,56.86274509803921,65.71428571428571,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,50.0,37.5,,,,,,,,,,
game: 2,0.0,0.0,32.432432432432435,29.629629629629626,54.54545454545454,33.333333333333336,33.333333333333336,19.999999999999996,19.999999999999996,19.999999999999996,33.333333333333336,19.999999999999996,50.0,37.5,19.999999999999996,,,,,,,,,
game: 3,0.0,0.0,0.0,29.411764705882348,54.28571428571429,37.5,50.0,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,50.0,37.5,,,,,,,,,,
game: 4,0.0,0.0,18.181818181818176,30.76923076923077,53.84615384615385,34.78260869565217,37.5,19.999999999999996,33.333333333333336,37.5,48.57142857142858,19.999999999999996,50.0,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,50.0,,,,,
game: 5,0.0,0.0,18.181818181818176,45.90163934426229,18.181818181818176,34.78260869565217,50.0,19.999999999999996,19.999999999999996,50.0,19.999999999999996,33.333333333333336,19.999999999999996,50.0,50.0,33.333333333333336,50.0,19.999999999999996,19.999999999999996,,,,,
game: 6,0.0,0.0,18.181818181818176,27.77777777777778,46.51162790697675,52.17391304347826,50.0,19.999999999999996,33.333333333333336,19.999999999999996,19.999999999999996,19.999999999999996,33.333333333333336,50.76923076923077,50.0,50.0,19.999999999999996,19.999999999999996,19.999999999999996,68.88888888888889,25.0,19.999999999999996,0.0,0.0
game: 7,0.0,0.0,0.0,27.77777777777778,51.28205128205128,50.0,50.0,19.999999999999996,19.999999999999996,19.999999999999996,,,,,,,,,,,,,,
game: 8,0.0,0.0,25.0,27.77777777777778,27.27272727272727,56.09756097560976,34.78260869565217,37.5,19.999999999999996,19.999999999999996,19.999999999999996,19.999999999999996,50.0,19.999999999999996,19.999999999999996,,,,,,,,,
game: 9,0.0,0.0,18.181818181818176,29.629629629629626,51.72413793103448,53.48837209302326,37.5,19.999999999999996,19.999999999999996,37.5,19.999999999999996,19.999999999999996,50.0,37.5,19.999999999999996,,,,,,,,,
