,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14
Iterations: 20,6.666666666666667,4.0,5.0,4.0,4.0,3.3333333333333335,4.0,3.3333333333333335,4.0,5.0,6.666666666666667,6.666666666666667,5.0,5.0,6.666666666666667
