,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9
Iterations: 200,100.0,66.66666666666667,40.0,40.0,33.333333333333336,50.0,28.428571428571427,28.571428571428573,33.333333333333336,43.75
