,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13
game: 0,50.0,12.5,10.0,8.333333333333334,10.0,10.0,8.333333333333334,,,,,,,
game: 1,25.0,16.666666666666668,10.0,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,10.0,9.2,9.2,12.25,16.666666666666668
game: 2,50.0,16.666666666666668,8.333333333333334,8.333333333333334,7.142857142857143,10.0,10.0,8.333333333333334,,,,,,
game: 3,25.0,12.5,12.5,10.0,8.333333333333334,8.333333333333334,7.142857142857143,7.142857142857143,8.333333333333334,8.333333333333334,12.5,12.0,,
game: 4,50.0,12.5,12.5,10.0,8.333333333333334,7.142857142857143,6.25,7.142857142857143,7.142857142857143,7.142857142857143,,,,
game: 5,25.0,16.666666666666668,12.5,8.333333333333334,8.333333333333334,7.142857142857143,8.333333333333334,7.142857142857143,,,,,,
game: 6,50.0,10.0,8.333333333333334,8.333333333333334,10.0,10.0,10.0,10.0,12.25,,,,,
game: 7,25.0,10.0,8.333333333333334,8.333333333333334,8.333333333333334,6.25,6.25,7.142857142857143,9.6,12.5,16.666666666666668,,,
game: 8,50.0,16.666666666666668,10.0,8.333333333333334,7.142857142857143,6.25,6.25,7.142857142857143,7.142857142857143,10.0,10.0,,,
game: 9,25.0,12.5,12.5,10.0,10.0,8.333333333333334,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,8.333333333333334,,,
