,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14
game: 0,0.0,0.0,22.22222222222222,27.77777777777778,30.000000000000004,37.5,77.41935483870968,50.0,65.71428571428571,50.0,19.999999999999996,19.999999999999996,50.0,37.5,19.999999999999996
