,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 300,483.44546580314636,662.2358484268188,519.7946841716766,495.2983465194702,372.52973341941833,261.4030599594116,569.9857292175293,411.37052035331726,321.39679884910583,370.4624798297882
