,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 20,43.19714617729187,32.96704316139221,34.6615195274353,30.914978742599487,37.53957486152649,45.81182312965393,50.3642258644104,21.319021224975586,26.83133053779602,29.391629457473755
