,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10
game: 0,50.0,16.666666666666668,10.0,8.333333333333334,8.333333333333334,12.5,6.25,6.25,5.555555555555555,5.555555555555555,5.555555555555555
