,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10
game: 0,100.0,33.333333333333336,25.0,14.285714285714286,14.285714285714286,12.5,12.5,11.11111111111111,12.5,14.833333333333334,22.5
