,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14
game: 0,33.333333333333336,16.666666666666668,14.285714285714286,7.6923076923076925,7.142857142857143,10.0,1.5873015873015872,12.5,8.333333333333334,12.5,25.0,25.0,12.5,10.0,1.0
