,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15
game: 0,100.0,25.0,20.0,20.0,12.5,11.11111111111111,10.0,12.5,14.285714285714286,16.666666666666668,16.666666666666668,25.0,33.333333333333336,25.0,25.0,31.666666666666668
