,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21,turn 22,turn 23
Iterations: 20,0.0,0.0,16.652334152334152,31.354977938329416,43.04771026325916,46.5118702910398,44.633022774327124,24.826923076923073,22.666666666666664,28.25,24.656084656084655,21.48148148148148,44.81481481481481,37.94871794871795,28.571428571428573,34.44444444444444,30.0,19.999999999999996,30.0,68.88888888888889,25.0,19.999999999999996,0.0,0.0
