,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17,turn 18,turn 19,turn 20,turn 21,turn 22,turn 23
Iterations: 20,3.0,7.1,10.2,19.2,20.2,19.1,9.5,7.4,4.4,6.2,5.777777777777778,4.222222222222222,7.333333333333333,13.333333333333334,5.142857142857143,6.0,5.333333333333333,4.0,5.333333333333333,28.0,6.0,4.0,2.0,2.0
