,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8
game: 0,200.0,66.66666666666667,33.333333333333336,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573
