,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17
game: 0,50.0,10.0,10.0,8.333333333333334,10.0,12.5,8.333333333333334,8.333333333333334,10.0,8.333333333333334,8.333333333333334,10.0,12.5,16.333333333333332,,,,
game: 1,25.0,10.0,8.333333333333334,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,8.333333333333334,10.0,10.0,10.0,15.0,,,,,
game: 2,50.0,12.5,12.5,10.0,10.0,6.25,7.142857142857143,8.333333333333334,7.142857142857143,8.333333333333334,8.333333333333334,10.0,12.5,16.666666666666668,16.666666666666668,16.666666666666668,10.0,2.6666666666666665
game: 3,25.0,16.666666666666668,10.0,10.0,10.0,12.5,7.142857142857143,7.142857142857143,7.142857142857143,6.25,8.0,,,,,,,
game: 4,50.0,10.0,10.0,10.0,10.0,10.0,10.0,8.6,10.0,12.5,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,12.5,16.333333333333332,13.333333333333334,
game: 5,25.0,16.666666666666668,10.0,10.0,8.333333333333334,8.333333333333334,7.142857142857143,8.333333333333334,8.333333333333334,8.333333333333334,12.5,16.666666666666668,16.666666666666668,,,,,
game: 6,50.0,12.5,8.333333333333334,8.333333333333334,8.333333333333334,10.0,6.25,6.25,6.25,7.142857142857143,8.333333333333334,,,,,,,
game: 7,25.0,12.5,10.0,8.333333333333334,8.333333333333334,8.333333333333334,7.142857142857143,7.142857142857143,8.333333333333334,10.0,16.666666666666668,12.5,12.5,12.5,16.666666666666668,12.5,,
game: 8,50.0,12.5,10.0,10.0,8.333333333333334,8.333333333333334,8.333333333333334,12.5,10.0,10.0,12.5,10.0,16.666666666666668,12.25,,,,
game: 9,25.0,12.5,8.333333333333334,10.0,10.0,12.5,6.25,6.25,7.142857142857143,10.0,10.0,12.0,16.666666666666668,,,,,
