,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11
Iterations: 1,3.6666666666666665,4.666666666666667,4.666666666666667,6.666666666666667,11.333333333333334,20.0,18.0,10.333333333333334,14.0,9.0,27.0,16.0
Iterations: 2,3.0,3.3333333333333335,5.666666666666667,6.333333333333333,11.666666666666666,21.0,19.5,23.0,,,,
Iterations: 3,2.6666666666666665,3.0,3.3333333333333335,5.0,8.666666666666666,10.666666666666666,16.333333333333332,32.0,36.5,,,
