,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16
Iterations: 100,60.000000000000014,30.0,22.428571428571427,19.428571428571427,16.44047619047619,15.42857142857143,17.000000000000004,19.82142857142857,22.383333333333336,25.677777777777777,32.88888888888889,31.66666666666667,32.333333333333336,28.0,31.666666666666668,33.333333333333336,32.0
