,game 0,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9
Iterations: 100,202.0172894001007,65.54265213012695,69.35921692848206,140.10029196739197,83.17920660972595,80.30186533927917,54.49852275848389,62.06839156150818,90.14818596839905,143.9544541835785
