,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13
Iterations: 500,500.0,166.66666666666666,125.0,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333,100.0,125.0,166.66666666666666,166.66666666666666,125.0
