,game: 0,game: 1,game: 2,game: 3,game: 4,game: 5,game: 6,game: 7,game: 8,game: 9,game: 10,game: 11,game: 12,game: 13,game: 14,game: 15,game: 16,game: 17,game: 18,game: 19,game: 20,game: 21,game: 22,game: 23,game: 24,game: 25,game: 26,game: 27,game: 28,game: 29,game: 30,game: 31,game: 32,game: 33,game: 34,game: 35,game: 36,game: 37,game: 38,game: 39,game: 40,game: 41,game: 42,game: 43,game: 44,game: 45,game: 46,game: 47,game: 48,game: 49,game: 50,game: 51,game: 52,game: 53,game: 54,game: 55,game: 56,game: 57,game: 58,game: 59,game: 60,game: 61,game: 62,game: 63,game: 64,game: 65,game: 66,game: 67,game: 68,game: 69,game: 70,game: 71,game: 72,game: 73,game: 74,game: 75,game: 76,game: 77,game: 78,game: 79,game: 80,game: 81,game: 82,game: 83,game: 84,game: 85,game: 86,game: 87,game: 88,game: 89,game: 90,game: 91,game: 92,game: 93,game: 94,game: 95,game: 96,game: 97,game: 98,game: 99
player: 1,13,28,2,24,28,30,28,26,0,30,16,23,0,12,0,30,22,19,10,21,0,28,0,0,0,0,2,25,0,0,27,26,0,0,0,0,10,26,12,10,0,8,0,0,0,27,0,30,0,28,0,27,7,0,0,28,18,0,16,28,0,15,0,28,0,0,14,0,11,0,22,25,18,24,9,0,0,30,19,0,0,24,0,0,0,0,0,2,0,0,0,24,0,0,0,1,0,30,0,2
player: 2,0,0,0,0,0,0,0,0,12,0,0,0,15,0,6,0,0,0,0,0,16,0,4,5,18,9,0,0,7,26,0,0,3,6,8,17,0,0,0,0,8,0,15,3,2,0,20,0,6,0,5,0,0,7,7,0,0,5,0,0,13,0,11,0,3,3,0,2,0,6,0,0,0,0,0,12,27,0,0,12,21,0,4,1,25,2,4,0,10,1,21,0,26,10,16,0,12,0,19,0
