,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16
game: 70,1,4,4,11,25,11.0,15.0,16.0,5.0,,,,,,,,
game: 71,2,8,5,6,17,14.0,13.0,24.0,,,,,,,,,
game: 72,3,3,5,5,10,16.0,21.0,8.0,10.0,5.0,16.0,5.0,,,,,
game: 73,2,4,6,8,10,15.0,29.0,28.0,23.0,,,,,,,,
game: 74,2,2,5,5,14,8.0,24.0,8.0,,,,,,,,,
game: 75,2,3,4,9,7,8.0,,,,,,,,,,,
game: 76,2,3,4,3,7,18.0,50.0,74.0,16.0,5.0,5.0,,,,,,
game: 77,2,4,7,14,21,18.0,38.0,61.0,28.0,15.0,29.0,41.0,,,,,
game: 78,1,4,5,7,25,12.0,26.0,15.0,,,,,,,,,
game: 79,5,11,30,12,23,51.0,30.0,,,,,,,,,,
game: 80,1,5,4,8,13,13.0,14.0,38.0,,,,,,,,,
game: 81,5,3,4,4,7,13.0,18.0,13.0,10.0,35.0,,,,,,,
game: 82,3,7,10,5,9,7.0,9.0,17.0,8.0,16.0,,,,,,,
game: 83,2,4,5,9,12,,,,,,,,,,,,
game: 84,2,3,3,6,5,10.0,14.0,14.0,,,,,,,,,
game: 85,5,3,3,5,8,10.0,16.0,,,,,,,,,,
game: 86,1,2,3,6,10,28.0,52.0,103.0,,,,,,,,,
game: 87,5,5,3,5,14,9.0,21.0,31.0,95.0,40.0,21.0,27.0,,,,,
game: 88,2,2,3,6,5,11.0,11.0,16.0,36.0,23.0,8.0,,,,,,
game: 89,2,4,5,8,18,25.0,34.0,17.0,,,,,,,,,
game: 90,2,4,10,14,21,15.0,21.0,8.0,,,,,,,,,
game: 91,2,11,11,46,71,8.0,26.0,15.0,,,,,,,,,
game: 92,2,4,6,7,12,16.0,9.0,,,,,,,,,,
game: 93,2,3,6,9,34,45.0,11.0,21.0,,,,,,,,,
game: 94,1,3,3,6,9,25.0,12.0,26.0,56.0,16.0,5.0,,,,,,
game: 95,8,4,8,4,14,26.0,23.0,15.0,29.0,16.0,,,,,,,
game: 96,3,7,3,5,8,12.0,20.0,11.0,21.0,16.0,5.0,5.0,5.0,16.0,5.0,,
game: 97,11,23,19,19,38,87.0,,,,,,,,,,,
game: 98,1,3,5,7,12,8.0,31.0,42.0,40.0,,,,,,,,
game: 99,5,11,14,26,25,12.0,,,,,,,,,,,
