,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16,turn 17
game: 0,71.55076026916504,69.915780544281,67.18091893196106,67.39953112602234,67.3600561618805,68.8546576499939,64.3755054473877,52.51744818687439,58.995694398880005,47.45444631576538,48.46809673309326,45.984405279159546,41.043450117111206,46.45311784744263,,,,
game: 1,62.45735955238342,59.85035729408264,64.59496331214905,61.806129932403564,54.29672574996948,49.80434012413025,49.06613636016846,59.116480588912964,57.01878118515015,50.39083814620972,50.4501051902771,46.52386975288391,39.767446756362915,,,,,
game: 2,65.12985062599182,62.44375538825989,64.02763938903809,65.6749415397644,60.25161051750183,47.74850821495056,44.24420785903931,43.88591480255127,48.58399176597595,45.14525628089905,45.00644612312317,46.2995400428772,51.288573026657104,54.104517221450806,44.06383275985718,42.20716452598572,40.62029981613159,40.15968871116638
game: 3,85.76931977272034,83.85377788543701,77.42273473739624,75.96428322792053,70.95469498634338,61.36544680595398,59.05812478065491,,,,,,,,,,,
game: 4,58.88885426521301,62.15683364868164,63.10262489318848,60.6128716468811,49.173465728759766,52.97771692276001,51.98008060455322,50.32020163536072,52.620091676712036,,,,,,,,,
game: 5,76.43211579322815,80.63190984725952,79.84876942634583,69.72048330307007,74.16175436973572,75.93843913078308,74.3069498538971,69.32116222381592,63.602906703948975,51.8700213432312,,,,,,,,
game: 6,77.86027669906616,79.97055912017822,78.92776489257812,81.64778161048889,78.13274073600769,76.83999729156494,66.28262400627136,61.44532108306885,,,,,,,,,,
game: 7,77.48083686828613,76.32789158821106,73.85579514503479,71.89063811302185,75.25681972503662,77.90342974662781,73.99481105804443,63.60117793083191,54.07689571380615,54.22103929519653,52.83182907104492,43.1296603679657,41.63265013694763,,,,,
game: 8,76.56354689598083,78.88202857971191,78.10975670814514,74.76050281524658,72.41963219642639,62.68635416030884,56.638978004455566,61.21575999259949,42.59212255477905,40.11774802207947,,,,,,,,
game: 9,74.56059551239014,69.6934244632721,70.97505807876587,65.09265637397766,63.43997144699097,63.4375958442688,66.41062641143799,67.44423913955688,53.17863655090332,42.10369420051575,36.305017709732056,6.970683336257935,,,,,,
game: 10,77.13821792602539,75.50293374061584,77.38659429550171,75.55108451843262,73.05921673774719,76.3287239074707,64.26632452011108,64.16281270980835,63.04519176483154,67.6593017578125,60.053839445114136,49.30950736999512,44.03452157974243,,,,,
game: 11,73.07862997055054,69.25868201255798,65.48000049591064,46.2624454498291,42.00198149681091,34.98383069038391,,,,,,,,,,,,
game: 12,69.84868001937866,74.12514162063599,73.90572190284729,74.76956057548523,70.57217264175415,62.2040376663208,72.95215773582458,69.15944647789001,65.0353581905365,59.53801679611206,50.57418608665466,66.4203519821167,63.83586573600769,58.47300362586975,52.00415897369385,48.79696321487427,37.614896059036255,35.82268834114075
game: 13,79.54911208152771,69.2310938835144,63.607149839401245,60.8155951499939,56.39407300949097,62.55253338813782,60.71799445152283,62.979775190353394,65.02659034729004,58.49704694747925,57.00929808616638,55.05310535430908,38.79455327987671,44.80433011054993,,,,
game: 14,80.10792016983032,76.51540422439575,75.36941766738892,72.11518955230713,61.695319175720215,51.19793915748596,,,,,,,,,,,,
game: 15,66.41442370414734,58.3377845287323,59.10099196434021,54.53723430633545,51.59365725517273,56.19635534286499,54.04588770866394,49.99341082572937,52.354605197906494,50.00179386138916,42.00478410720825,39.76523017883301,37.053648710250854,,,,,
game: 16,91.68870162963867,92.440505027771,90.9634141921997,84.84650135040283,81.66480493545532,80.43630886077881,77.36813282966614,83.36278867721558,85.08308148384094,73.6957197189331,70.3173394203186,58.143362522125244,44.535106897354126,42.407870054244995,38.86904239654541,,,
game: 17,77.16641116142273,71.9334762096405,73.82775115966797,70.89363503456116,72.76145386695862,69.4519248008728,68.15510249137878,62.4029974937439,56.78467917442322,46.15301775932312,,,,,,,,
game: 18,59.60874891281128,63.4708514213562,68.66826009750366,75.88442325592041,69.96345949172974,54.31140065193176,49.81655526161194,34.79971504211426,,,,,,,,,,
game: 19,78.45596480369568,78.2338879108429,79.27828907966614,81.08875155448914,78.64169692993164,78.55755567550659,73.50367188453674,73.56719088554382,66.04029750823975,63.046756744384766,54.59042263031006,55.79560565948486,43.78156399726868,44.29825043678284,44.52724266052246,,,
